local_pair,local_sentence_index_0based,external_direction,best_similarity,match_method,local_model,local_strategy,local_matched_text,external_matched_text,best_target_index,external_column,external_sample_domain,external_sample_id,external_src,external_ref
he-en-new,131,he-en,0.2581,token_f1,GP,tear,"## Final English Translation:  Prochter explains that keratoconus typically develops during adolescence or the late teens, typically between the ages of 15 and 20.  ",Analysts estimate the rate of increase to be between 0.25% and 0.5%.,130,Lan-BridgeMT,news,business-11918180.news,הערכות האנליסטים מדברות על שיעור העלאה שנע בין 0.25% ל־0.5%.,The analysts’ estimates mention an increase rate ranging from 0.25% to 0.5%.
he-en-new,132,he-en,1.0,token_f1,C35,it,Federman is not in the picture.,In the picture is not Federman.,1712,GPT4-5shot,user_review,sport-6663385.ugc,בתמונה לא פדרמן.,Federman is not relevant.
en-he-new,132,he-en,1.0,token_f1,C35,it,Federman is not in the picture.,In the picture is not Federman.,1712,GPT4-5shot,user_review,sport-6663385.ugc,Federman is not relevant.,בתמונה לא פדרמן.
he-en-new,133,he-en,0.3889,token_f1,G4o,it,"His activity is limited to controlling the smartphone app, and not much beyond that.","It is important to remember that this is a limited number of tickets (some 4,000) and the price does not include a seat.",1554,NLLB_MBR_BLEU,news,travel-6742632.news,"חשוב לזכור שמדובר במספר מוגבל של כרטיסים (כ-4,000) והמחיר לא כולל כבודה ובחירת מושב.","It is important to remember that only a limited number of tickets (about 4,000) are offered and the price will not include baggage and seat selection."
he-en-new,134,he-en,0.9804,token_f1,G35,it,They are working on more and more vaccines and methods to destroy the world's population so they tell us fake stories about global warming and other nonsense they invent.,"They are working on more and more vaccines and genetic methods to destroy the world's population, so they tell us fake stories about global warming and other nonsense they invent.",1727,GPT4-5shot,user_review,tech-10857141.ugc,הם עובדים על עוד ועוד חיסונים ושיטות ממזריות להשמיד את אוכלוסיית העולם אז הם מספרים לנו סיפורי פוגי על התחממות ועוד שטויות שהם ממציאים,They are working on more and more vaccines and crappy methods to destroy the world’s population and then they tell us fake stories about global warming and such nonsense they invented
en-he-new,134,he-en,0.9804,token_f1,G35,it,They are working on more and more vaccines and methods to destroy the world's population so they tell us fake stories about global warming and other nonsense they invent.,"They are working on more and more vaccines and genetic methods to destroy the world's population, so they tell us fake stories about global warming and other nonsense they invent.",1727,GPT4-5shot,user_review,tech-10857141.ugc,They are working on more and more vaccines and crappy methods to destroy the world’s population and then they tell us fake stories about global warming and such nonsense they invented,הם עובדים על עוד ועוד חיסונים ושיטות ממזריות להשמיד את אוכלוסיית העולם אז הם מספרים לנו סיפורי פוגי על התחממות ועוד שטויות שהם ממציאים
he-en-new,135,he-en,0.35,token_f1,C3,tear,"In response, the Electric Company stated: ""The policy for fuel use is dictated first and foremost by the Ministry of Energy.",The Ministry of Health has not asked HMOs for reports on the extent of use and use of the drugs in the basket - which could analyze and audit.,531,Samsung_Research_Philippines,news,health-10777187.news,"ליקוי נוסף שנמצא נוגע לכך שמאז שהוועדה החלה את פעילות, משרד הבריאות לא ביקש מקופות החולים דיווחים על היקף השימושים וניצול התרופות שבסל – מה שהיה מאפשר לנתח ולבקר את התקציב שניתן להן.","Another discrepancy found relates to the fact that ever since the committee began its activities, the Ministry of Health has not asked the health funds for reports on the scope of uses and utilization of the medicines in the basket – which would have allowed for the analysis and control of the budget given to them."
he-en-new,136,he-en,0.9032,token_f1,C35,tear,"Many employees are entitled to money from the state, which can amount to tens of thousands of shekels","Many employees deserve money from the state, which can amount to tens of thousands of shekels.",220,Samsung_Research_Philippines,news,business-6678547.news,"לשכירים רבים מגיע כסף מהמדינה, שיכול להגיע לעשרות אלפי שקלים •","Many employees are entitled to receive funds from the state, that can reach tens of thousands of NIS •"
he-en-new,137,he-en,0.9231,token_f1,G4o,it,"According to the analysis of the research data, 84% of the lands designated for agriculture in the world will experience a severe shortage of rainwater.","According to the research data, 84% of the land designated for agriculture in the world will experience a severe shortage of rainwater.",1339,UvA-LTL,news,tech-10857141.news,"על פי שכלול נתוני המחקר, 84% מהקרקעות המיועדות לחקלאות בעולם יחוו מחסור כבד במי גשמים.","According to the analysis of research data, 84% of the global agricultural lands will suffer severe shortages of rainwater."
en-he-new,137,he-en,0.9231,token_f1,G4o,it,"According to the analysis of the research data, 84% of the lands designated for agriculture in the world will experience a severe shortage of rainwater.","According to the research data, 84% of the land designated for agriculture in the world will experience a severe shortage of rainwater.",1339,UvA-LTL,news,tech-10857141.news,"According to the analysis of research data, 84% of the global agricultural lands will suffer severe shortages of rainwater.","על פי שכלול נתוני המחקר, 84% מהקרקעות המיועדות לחקלאות בעולם יחוו מחסור כבד במי גשמים."
he-en-new,138,he-en,1.0,exact,G35,it,"Bibi will play the role of Noa, which was portrayed by Dafna Armoni.","Bibi will play the role of Noa, which was portrayed by Dafna Armoni.",364,GPT4-5shot,news,celebrities-7966246.news,"ביבי תשחק בתפקיד נועה, שאותו גילמה דפנה ארמוני.","Ms. Bibi will play the role of Noa, played by Dafna Armoni"
en-he-new,138,he-en,1.0,exact,G35,it,"Bibi will play the role of Noa, which was portrayed by Dafna Armoni.","Bibi will play the role of Noa, which was portrayed by Dafna Armoni.",364,GPT4-5shot,news,celebrities-7966246.news,"Ms. Bibi will play the role of Noa, played by Dafna Armoni","ביבי תשחק בתפקיד נועה, שאותו גילמה דפנה ארמוני."
he-en-new,139,he-en,1.0,exact,G4o,it,Spotify wants to upgrade your car: We tested the Car Thing,Spotify wants to upgrade your car: We tested the Car Thing,15,GTCOM_Peter,news,auto-5285631.news,ספוטיפיי רוצה לשדרג לכם את הרכב: בדקנו את ה-Car Thing,Spotify wants to upgrade your car: we tested the Car Thing
en-he-new,139,he-en,1.0,exact,G4o,it,Spotify wants to upgrade your car: We tested the Car Thing,Spotify wants to upgrade your car: We tested the Car Thing,15,GTCOM_Peter,news,auto-5285631.news,Spotify wants to upgrade your car: we tested the Car Thing,ספוטיפיי רוצה לשדרג לכם את הרכב: בדקנו את ה-Car Thing
he-en-new,140,he-en,0.2857,token_f1,C3,tear,"Soon we will celebrate the 74th Israeli Independence Day. As an enthusiastic Zionist, how do you feel about the holiday?",How do you know the airline's baggage allowance?,1453,ONLINE-G,news,travel-11904005.news,איך תדעו מה תנאי הכבודה של חברת התעופה?,How will you know what the airline’s baggage conditions are?
he-en-new,141,he-en,0.3529,token_f1,G35,tear,I am here for whatever you may need from me.,"For this purpose, we are here for you.",642,refB,news,health-6931611.news,בשביל זה אנחנו כאן.,That’s what we’re here for.
he-en-new,142,he-en,0.3462,token_f1,G4o,tear,"Following this decision, a government resolution was made in July 2018, stating that the operation of coal-fired production units 1-4 at the Orot Rabin power station is to be ceased.",This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.,1445,ONLINE-B,news,travel-11848012.news,כך המהלך יתבצע: מטוסי הדרימליינר שטסים לקנדה ישוחררו לטובת טיסות ארוכות למזרח.,This is how the move will be made: the Dreamliner planes that fly to Canada will be released in favor of long flights to the East.
